测试名称,准考证号,开始时间,结束时间,user_agent,client_ip,name
tsing/gy,2201180,2022-06-21T14:28:40.135+08:00,2022-06-21T15:04:40.776+08:00,"Mozilla/5.0 (Linux; Android 9; PDBM00 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3225 MMWEBSDK/20220105 Mobile Safari/537.36 MMWEBID/51 MicroMessenger/8.0.19.2080(0x2800133D) Process/toolsmp WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",183.9.195.72,大学生400
tsing/gy,2201181,2022-06-21T15:10:37.097+08:00,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",223.104.67.79,大学生401
tsing/gy,2201183,2022-06-21T15:12:32.608+08:00,2022-06-21T16:23:17.63+08:00,"Mozilla/5.0 (Linux; Android 10; OCE-AN50 Build/HUAWEIOCE-AN50; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4233 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/6036 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",112.96.106.158,大学生402
tsing/gy,2201184,2022-06-21T15:29:19.202+08:00,2022-06-21T15:52:14.759+08:00,"Mozilla/5.0 (Linux; Android 10; MXW-AN00 Build/HONORMXW-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3244 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",112.96.106.158,大学生403
tsing/gy,2201186,2022-06-21T15:46:28.605+08:00,2022-06-21T16:20:24.898+08:00,"Mozilla/5.0 (Linux; U; Android 11; zh-cn; PCAM10 Build/RP1A.200720.011) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4430.61 Mobile Safari/537.36 HeyTapBrowser/40.7.39.3",112.96.106.158,大学生404
tsing/gy,2201187,2022-06-21T15:45:50.124+08:00,2022-06-21T16:23:25.89+08:00,"Mozilla/5.0 (Linux; Android 10; V2057A; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/11.4.10.2",112.96.193.114,大学生405
tsing/gy,2201188,2022-06-21T16:02:10.285+08:00,,"Mozilla/5.0 (Linux; Android 10; SP200 Build/CMDCSP200; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/2387 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",112.96.193.114,大学生406
tsing/gy,2201189,2022-06-21T16:06:27.884+08:00,2022-06-21T16:42:03.633+08:00,"Mozilla/5.0 (Linux; Android 6.0.1; vivo Y66 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/10.7.11.0",112.96.59.46,大学生407
tsing/gy,2201190,2022-06-21T20:16:21.962+08:00,2022-06-21T21:03:09.173+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.18(0x1800123f) NetType/WIFI Language/zh_CN",58.243.254.202,大学生408
tsing/gy,2201192,2022-06-21T20:32:25.248+08:00,2022-06-21T22:01:18.417+08:00,"Mozilla/5.0 (Linux; Android 10; PACM00 Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3234 MMWEBSDK/20220303 Mobile Safari/537.36 MMWEBID/7192 MicroMessenger/8.0.21.2120(0x28001558) Process/toolsmp WeChat/arm32 Weixin NetType/WIFI Language/zh_CN ABI/arm64",58.243.254.202,大学生409
tsing/gy,2201195,2022-06-21T21:14:58.866+08:00,2022-06-21T21:43:35.429+08:00,"Mozilla/5.0 (Linux; Android 10; V2036A; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/11.4.10.2",39.144.55.85,大学生410
tsing/gy,2201196,2022-06-21T22:01:33.397+08:00,2022-06-21T22:50:25.183+08:00,"Mozilla/5.0 (Linux; Android 6.0.1; OPPO R9sk Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220303 Mobile Safari/537.36 MMWEBID/4520 MicroMessenger/8.0.21.2120(0x280015F0) Process/toolsmp WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",113.108.166.34,大学生411
tsing/gy,2201197,2022-06-22T10:35:13.97+08:00,2022-06-22T10:52:33.232+08:00,"Mozilla/5.0 (Linux; Android 12; V2055A Build/SP1A.210812.003; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4233 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3882 MicroMessenger/8.0.23.2160(0x280017E7) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",112.96.170.194,大学生412
tsing/gy,2201198,2022-06-22T10:37:20.842+08:00,2022-06-22T11:06:23.571+08:00,"Mozilla/5.0 (Linux; Android 8.1.0; OPPO R11t Build/OPM1.171019.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3234 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/4388 MicroMessenger/8.0.23.2160(0x28001756) WeChat/arm32 Weixin NetType/WIFI Language/zh_CN ABI/arm64",112.96.170.194,大学生413
tsing/gy,2201199,2022-06-21T21:15:45.074+08:00,2022-06-21T21:27:41.39+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172a) NetType/WIFI Language/zh_CN",58.243.254.202,大学生414
tsing/gy,2201200,2022-06-21T21:07:35.455+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172a) NetType/WIFI Language/zh_CN",223.104.63.98,大学生415
tsing/gy,2201202,2022-06-22T00:47:03.388+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1",117.136.32.55,大学生416
tsing/gy,2201203,2022-06-22T11:43:11.478+08:00,2022-06-22T12:29:51.534+08:00,"Mozilla/5.0 (Linux; Android 9; PDBM00 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/6171 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",120.239.76.20,大学生417
tsing/gy,2201204,2022-06-22T11:50:09.276+08:00,2022-06-22T12:20:20.566+08:00,"Mozilla/5.0 (Linux; Android 10; HMA-AL00 Build/HUAWEIHMA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/4446 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",118.212.213.41,大学生418
tsing/gy,2201206,2022-06-22T12:36:15.48+08:00,2022-06-22T13:08:02.228+08:00,"Mozilla/5.0 (Linux; Android 12; V2203A Build/SP1A.210812.003; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/4049 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",223.104.66.95,大学生419
tsing/gy,2201208,2022-06-22T12:26:37.043+08:00,2022-06-22T12:52:24.521+08:00,"Mozilla/5.0 (Linux; U; Android 8.1.0; zh-cn; vivo Y83A Build/O11019) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.4389.72 MQQBrowser/12.8 Mobile Safari/537.36 COVC/045941",220.115.159.5,大学生420
tsing/gy,2201209,2022-06-22T12:51:45.257+08:00,2022-06-22T13:24:24.395+08:00,"Mozilla/5.0 (Linux; Android 10; HLK-AL10 Build/HONORHLK-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/9229 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",119.119.209.8,大学生421
tsing/gy,2201210,2022-06-22T12:54:49.865+08:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x1800172a) NetType/WIFI Language/zh_CN",117.42.39.103,大学生422
tsing/gy,2201211,2022-06-22T13:00:38.223+08:00,2022-06-22T13:30:57.033+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.10(0x18000a2a) NetType/WIFI Language/zh_CN",106.224.121.28,大学生423
tsing/gy,2201214,2022-06-22T14:04:35.727+08:00,2022-06-22T14:59:25.042+08:00,"Mozilla/5.0 (Linux; Android 12; FNE-AN00 Build/HONORFNE-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/2987 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",114.88.103.35,大学生424
tsing/gy,2201215,2022-06-22T14:27:34.129+08:00,2022-06-22T15:06:42.246+08:00,"Mozilla/5.0 (Linux; Android 12; PGAM10 Build/SKQ1.220303.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/4255 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/1292 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",118.212.213.41,大学生425
tsing/gy,2201218,2022-06-22T13:41:18.508+08:00,2022-06-22T14:12:52.809+08:00,"Mozilla/5.0 (Linux; Android 10; STK-AL00 Build/HUAWEISTK-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/3674 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",223.104.213.204,大学生426
tsing/gy,2201219,2022-06-22T14:02:38.972+08:00,2022-06-22T14:50:13.007+08:00,"Mozilla/5.0 (Linux; U; Android 10; zh-cn; SM-A9200 Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/98.0.4758.87 MQQBrowser/12.8 Mobile Safari/537.36",120.231.12.92,大学生427
tsing/gy,2201220,2022-06-22T14:53:20.19+08:00,2022-06-22T15:15:55.08+08:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1",111.122.10.156,大学生428
tsing/gy,2201221,2022-06-22T16:26:10.256+08:00,,"Mozilla/5.0 (Linux; Android 12; NTH-AN00 Build/HONORNTH-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/5588 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",117.155.41.204,大学生429
tsing/gy,2201222,2022-06-22T15:46:02.234+08:00,2022-06-22T16:08:52.848+08:00,"Mozilla/5.0 (Linux; Android 10; JEF-AN00 Build/HUAWEIJEF-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/9853 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",117.136.79.18,大学生430
tsing/gy,2201224,2022-06-22T20:23:32.475+08:00,2022-06-22T21:32:15.82+08:00,"Mozilla/5.0 (Linux; Android 5.1.1; vivo X7 Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220505 Mobile Safari/537.36 MMWEBID/9648 MicroMessenger/8.0.23.2160(0x28001757) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",58.62.42.41,大学生431
tsing/gy,2201231,2022-06-22T12:47:01.077+08:00,2022-06-22T13:29:51.101+08:00,"Mozilla/5.0 (Linux; Android 12; FNE-AN00; HMSCore 6.5.1.302) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 HuaweiBrowser/12.0.0.323 Mobile Safari/537.36",120.229.98.79,大学生433
tsing/gy,2201232,2022-06-22T14:33:28.14+08:00,2022-06-22T15:03:45.182+08:00,"Mozilla/5.0 (Linux; Android 11; ANY-AN00; HMSCore 6.5.1.302) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 HuaweiBrowser/12.1.1.302 Mobile Safari/537.36",14.210.26.16,大学生434
tsing/gy,2201261,2022-06-22T09:11:42.51+08:00,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",14.210.26.16,大学生435
tsing/gy,2201262,2022-06-22T16:25:11.31+08:00,2022-06-22T17:14:26.306+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",58.44.228.236,大学生436
tsing/gy,2201263,2022-06-22T16:27:01.559+08:00,2022-06-22T17:13:35.459+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",223.73.70.133,大学生437
tsing/gy,2201264,2022-06-22T16:24:51.604+08:00,2022-06-22T17:08:00.002+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",223.104.71.238,大学生438
tsing/gy,2201265,2022-06-22T16:24:52.934+08:00,2022-06-22T17:08:51.579+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",223.104.71.238,大学生439
tsing/gy,2201266,2022-06-22T16:24:50.871+08:00,2022-06-22T16:53:04.219+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",117.136.12.233,大学生440
tsing/gy,2201267,2022-06-22T16:24:50.357+08:00,2022-06-22T17:07:33.746+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",120.239.76.86,大学生441
tsing/gy,2201268,2022-06-22T16:24:51.357+08:00,2022-06-22T16:56:17.629+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",120.239.32.4,大学生442
tsing/gy,2201269,2022-06-22T16:24:51.182+08:00,2022-06-22T17:01:18.25+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",120.239.32.4,大学生443
tsing/gy,2201270,2022-06-22T16:24:51.036+08:00,2022-06-22T17:04:57.994+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",111.49.157.174,大学生444
tsing/gy,2201271,2022-06-22T16:24:52.003+08:00,2022-06-22T17:09:34.798+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",120.231.12.92,大学生445
tsing/gy,2201272,2022-06-22T16:24:49.578+08:00,2022-06-22T17:10:59.485+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",111.49.157.174,大学生446
tsing/gy,2201273,2022-06-22T16:24:49.696+08:00,2022-06-22T17:09:04.006+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",111.49.157.174,大学生447
tsing/gy,2201274,2022-06-22T16:24:50.642+08:00,2022-06-22T17:08:12.996+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",120.231.12.92,大学生448
tsing/gy,2201275,2022-06-22T16:24:50.504+08:00,2022-06-22T17:18:36.24+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",120.231.12.92,大学生449
tsing/gy,2201276,2022-06-22T16:24:50.585+08:00,2022-06-22T17:06:11.301+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",113.115.58.2,大学生450
tsing/gy,2201277,2022-06-22T16:24:51.865+08:00,2022-06-22T17:07:36.502+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",125.89.89.159,大学生451
tsing/gy,2201278,2022-06-22T16:24:59.128+08:00,2022-06-22T17:07:47.161+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",183.46.250.247,大学生452
tsing/gy,2201279,2022-06-22T16:24:57.294+08:00,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",183.46.250.247,大学生453
tsing/gy,2201280,2022-06-22T16:24:54.649+08:00,2022-06-22T17:07:29.673+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",183.40.229.251,大学生454
tsing/gy,2201281,2022-06-22T16:24:54.577+08:00,2022-06-22T17:13:20.392+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",118.181.148.182,大学生455
tsing/gy,2201282,2022-06-22T16:24:50.865+08:00,2022-06-22T17:07:57.552+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",183.39.167.101,大学生456
tsing/gy,2201283,2022-06-22T16:24:55.864+08:00,2022-06-22T17:15:18.213+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",220.115.159.26,大学生457
tsing/gy,2201284,2022-06-22T16:24:51.905+08:00,2022-06-22T17:10:55.885+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",220.115.159.19,大学生458
tsing/gy,2201285,2022-06-22T16:24:51.047+08:00,2022-06-22T17:07:37.104+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",223.104.64.84,大学生459
tsing/gy,2201286,2022-06-22T16:24:51.745+08:00,2022-06-22T17:07:36.52+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",223.104.66.173,大学生460
tsing/gy,2201287,2022-06-22T16:24:52.524+08:00,2022-06-22T17:07:33.436+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",125.89.89.159,大学生461
tsing/gy,2201288,2022-06-22T16:24:50.052+08:00,2022-06-22T17:07:36.877+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",223.104.66.173,大学生462
tsing/gy,2201289,2022-06-22T16:24:50.005+08:00,2022-06-22T17:07:28.821+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",221.4.34.26,大学生463
tsing/gy,2201290,2022-06-22T16:24:50.253+08:00,2022-06-22T17:07:36.118+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",219.129.212.209,大学生464
tsing/gy,2201291,2022-06-22T16:24:52.382+08:00,2022-06-22T17:07:37.602+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",220.115.159.30,大学生465
tsing/gy,2201292,2022-06-22T16:24:56.037+08:00,2022-06-22T17:09:19.767+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",183.40.229.251,大学生466
tsing/gy,2201293,2022-06-22T16:26:49.371+08:00,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",183.40.229.251,大学生467
tsing/gy,2201294,2022-06-23T17:43:19.193+08:00,2022-06-23T18:20:08.805+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",60.21.102.70,大学生468
tsing/gy,2201295,2022-06-23T17:43:16.221+08:00,2022-06-23T18:19:41.74+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",219.132.79.196,大学生469
tsing/gy,2201296,2022-06-23T17:44:20.856+08:00,2022-06-23T18:19:43.458+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",183.202.242.186,大学生470
tsing/gy,2201297,2022-06-23T17:44:20.152+08:00,2022-06-23T18:19:50.409+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",219.132.79.196,大学生471
tsing/gy,2201298,2022-06-23T17:43:24.944+08:00,2022-06-23T18:19:38.638+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",223.12.218.223,大学生472
tsing/gy,2201299,2022-06-23T17:43:36.044+08:00,2022-06-23T18:19:44.285+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",120.229.86.43,大学生473
tsing/gy,2201300,2022-06-23T17:43:37.916+08:00,2022-06-23T18:19:46.44+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",223.73.8.55,大学生474
tsing/gy,2201301,2022-06-23T17:43:38.339+08:00,2022-06-23T18:19:40.545+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",220.115.159.17,大学生475
tsing/gy,2201302,2022-06-23T17:44:13.489+08:00,2022-06-23T18:19:41.524+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",117.136.79.40,大学生476
tsing/gy,2201303,2022-06-23T17:43:55.378+08:00,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",123.233.147.181,大学生477
tsing/gy,2201304,2022-06-23T17:43:28.311+08:00,2022-06-23T18:19:41.117+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",123.139.82.87,大学生478
tsing/gy,2201305,2022-06-23T17:43:34.387+08:00,2022-06-23T18:19:46.5+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",219.132.79.196,大学生479
tsing/gy,2201306,2022-06-23T17:43:50.802+08:00,2022-06-23T18:19:51.951+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",111.25.119.196,大学生480
tsing/gy,2201307,2022-06-23T17:43:54.515+08:00,2022-06-23T18:28:38.698+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",219.132.79.196,大学生481
tsing/gy,2201308,2022-06-23T17:44:00.981+08:00,2022-06-23T18:19:52.456+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",219.132.79.196,大学生482
tsing/gy,2201309,2022-06-23T17:44:26.128+08:00,2022-06-23T18:24:56.566+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",220.115.159.1,大学生483
tsing/gy,2201310,2022-06-23T17:44:34.766+08:00,2022-06-23T18:19:55.378+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",220.115.159.1,大学生484
tsing/gy,2201311,2022-06-23T17:44:40.024+08:00,2022-06-23T18:19:37.679+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",220.115.159.1,大学生485
tsing/gy,2201313,2022-06-23T17:44:22.806+08:00,2022-06-23T18:19:51.867+08:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",219.132.79.196,大学生486
